date,competition,season,stage,team,confederation,opponent,home_away,goals_for,goals_against,result,shots,shots_on_target,shots_off_target,possession_pct,corners,fouls,yellow_cards,red_cards,saves,offsides,passes,pass_accuracy_pct,xg,venue,referee,neutral,qualified_wc2026,elo_pre,opp_elo_pre,elo_win_prob,elo_post,elo_change
2022-12-03,FIFA World Cup,2022,Tournament/Friendly,Australia,AFC,Argentina,neutral,1,2,L,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1878.8,2174.2,0.1543,1869.5,-9.3
2023-03-24,Friendly,2023,Tournament/Friendly,Australia,AFC,Ecuador,home,3,1,W,,,,,,,,,,,,,,"Sydney, Australia",,False,True,1869.5,1919.2,0.5719,1882.3,12.8
2023-03-28,Friendly,2023,Tournament/Friendly,Australia,AFC,Ecuador,home,1,2,L,,,,,,,,,,,,,,"Melbourne, Australia",,False,True,1882.3,1906.3,0.6077,1870.2,-12.2
2023-06-15,Friendly,2023,Tournament/Friendly,Australia,AFC,Argentina,neutral,0,2,L,,,,,,,,,,,,,,"Beijing, China",,True,True,1870.2,2203.3,0.1281,1866.3,-3.8
2023-09-09,Friendly,2023,Tournament/Friendly,Australia,AFC,Mexico,neutral,2,2,D,,,,,,,,,,,,,,"Arlington, United States",,True,True,1866.3,1950.0,0.3819,1868.7,2.4
2023-10-13,Friendly,2023,Tournament/Friendly,Australia,AFC,England,away,0,1,L,,,,,,,,,,,,,,"London, England",,False,True,1868.7,2073.3,0.1476,1865.8,-3.0
2023-10-17,Soccer Ashes,2023,Tournament/Friendly,Australia,AFC,New Zealand,neutral,2,0,W,,,,,,,,,,,,,,"Brentford, England",,True,True,1865.8,1713.3,0.7063,1879.0,13.2
2023-11-16,FIFA World Cup qualification,2023,Qualification,Australia,AFC,Bangladesh,home,7,0,W,,,,,,,,,,,,,,"Melbourne, Australia",,False,True,1879.0,1126.4,0.9927,1879.6,0.7
2023-11-21,FIFA World Cup qualification,2023,Qualification,Australia,AFC,Palestine,neutral,1,0,W,,,,,,,,,,,,,,"Kuwait City, Kuwait",,True,True,1879.6,1545.2,0.8727,1884.7,5.1
2024-01-06,Friendly,2024,Tournament/Friendly,Australia,AFC,Bahrain,neutral,2,0,W,,,,,,,,,,,,,,"Abu Dhabi, United Arab Emirates",,True,True,1884.7,1573.4,0.8572,1889.0,4.3
2024-01-13,AFC Asian Cup,2024,Tournament/Friendly,Australia,AFC,India,neutral,2,0,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1889.0,1413.4,0.9392,1893.6,4.6
2024-01-18,AFC Asian Cup,2024,Tournament/Friendly,Australia,AFC,Syria,neutral,1,0,W,,,,,,,,,,,,,,"Doha, Qatar",,True,True,1893.6,1558.2,0.8733,1899.9,6.3
2024-01-23,AFC Asian Cup,2024,Tournament/Friendly,Australia,AFC,Uzbekistan,neutral,1,1,D,,,,,,,,,,,,,,"Al Wakrah, Qatar",,True,True,1899.9,1752.0,0.7009,1889.9,-10.0
2024-01-28,AFC Asian Cup,2024,Tournament/Friendly,Australia,AFC,Indonesia,neutral,4,0,W,,,,,,,,,,,,,,"Doha, Qatar",,True,True,1889.9,1428.7,0.9343,1896.0,6.2
2024-02-02,AFC Asian Cup,2024,Tournament/Friendly,Australia,AFC,South Korea,neutral,1,2,L,,,,,,,,,,,,,,"Al Wakrah, Qatar",,True,True,1896.0,1862.1,0.5486,1868.6,-27.4
2024-03-21,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Lebanon,home,2,0,W,,,,,,,,,,,,,,"Sydney, Australia",,False,True,1868.6,1414.2,0.9605,1871.0,2.4
2024-03-26,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Lebanon,home,5,0,W,,,,,,,,,,,,,,"Canberra, Australia",,False,True,1871.0,1411.8,0.9615,1874.0,3.1
2024-06-06,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Bangladesh,away,2,0,W,,,,,,,,,,,,,,"Dhaka, Bangladesh",,False,True,1874.0,1124.6,0.9768,1875.4,1.4
2024-06-11,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Palestine,home,5,0,W,,,,,,,,,,,,,,"Perth, Australia",,False,True,1875.4,1546.3,0.922,1881.7,6.2
2024-09-05,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Bahrain,home,0,1,L,,,,,,,,,,,,,,"Robina, Australia",,False,True,1881.7,1582.4,0.9087,1845.3,-36.3
2024-09-10,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Indonesia,away,0,0,D,,,,,,,,,,,,,,"Jakarta, Indonesia",,False,True,1845.3,1489.8,0.8132,1832.8,-12.5
2024-10-10,FIFA World Cup qualification,2024,Qualification,Australia,AFC,China,home,3,1,W,,,,,,,,,,,,,,"Adelaide, Australia",,False,True,1832.8,1517.5,0.9161,1837.8,5.0
2024-10-15,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Japan,away,1,1,D,,,,,,,,,,,,,,"Saitama, Japan",,False,True,1837.8,1992.2,0.1878,1850.3,12.5
2024-11-14,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Saudi Arabia,home,0,0,D,,,,,,,,,,,,,,"Melbourne, Australia",,False,True,1850.3,1682.9,0.8234,1837.4,-12.9
2024-11-19,FIFA World Cup qualification,2024,Qualification,Australia,AFC,Bahrain,away,2,2,D,,,,,,,,,,,,,,"Riffa, Bahrain",,False,True,1837.4,1573.5,0.7198,1828.6,-8.8
2025-03-20,FIFA World Cup qualification,2025,Qualification,Australia,AFC,Indonesia,home,5,1,W,,,,,,,,,,,,,,"Sydney, Australia",,False,True,1828.6,1476.3,0.9311,1833.7,5.2
2025-03-25,FIFA World Cup qualification,2025,Qualification,Australia,AFC,China,away,2,0,W,,,,,,,,,,,,,,"Hangzhou, China",,False,True,1833.7,1539.1,0.7541,1848.5,14.8
2025-06-05,FIFA World Cup qualification,2025,Qualification,Australia,AFC,Japan,home,1,0,W,,,,,,,,,,,,,,"Perth, Australia",,False,True,1848.5,1982.0,0.452,1870.4,21.9
2025-06-10,FIFA World Cup qualification,2025,Qualification,Australia,AFC,Saudi Arabia,away,2,1,W,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1870.4,1725.9,0.5638,1887.9,17.4
2025-09-05,Soccer Ashes,2025,Tournament/Friendly,Australia,AFC,New Zealand,home,1,0,W,,,,,,,,,,,,,,"Canberra, Australia",,False,True,1887.9,1798.8,0.7481,1895.4,7.6
2025-09-09,Soccer Ashes,2025,Tournament/Friendly,Australia,AFC,New Zealand,away,3,1,W,,,,,,,,,,,,,,"Auckland, New Zealand",,False,True,1895.4,1791.3,0.506,1917.7,22.2
2025-10-10,Friendly,2025,Tournament/Friendly,Australia,AFC,Canada,away,1,0,W,,,,,,,,,,,,,,"Montreal, Canada",,False,True,1917.7,1906.4,0.375,1930.2,12.5
2025-10-14,Friendly,2025,Tournament/Friendly,Australia,AFC,USA,away,1,2,L,,,,,,,,,,,,,,"Denver, United States",,False,True,1930.2,1813.3,0.5243,1919.7,-10.5
2025-11-14,Friendly,2025,Tournament/Friendly,Australia,AFC,Venezuela,neutral,0,1,L,,,,,,,,,,,,,,"Houston, United States",,True,True,1919.7,1799.0,0.667,1906.3,-13.3
2025-11-18,Friendly,2025,Tournament/Friendly,Australia,AFC,Colombia,neutral,0,3,L,,,,,,,,,,,,,,"New York, United States",,True,True,1906.3,2070.2,0.2803,1896.5,-9.8
2026-03-27,FIFA Series,2026,Tournament/Friendly,Australia,AFC,Cameroon,home,1,0,W,,,,,,,,,,,,,,"Sydney, Australia",,False,True,1896.5,1714.6,0.8352,1899.8,3.3
2026-03-31,FIFA Series,2026,Tournament/Friendly,Australia,AFC,Curaçao,home,5,1,W,,,,,,,,,,,,,,"Melbourne, Australia",,False,True,1899.8,1624.8,0.8965,1903.7,3.9
2026-05-30,Friendly,2026,Tournament/Friendly,Australia,AFC,Mexico,neutral,0,1,L,,,,,,,,,,,,,,"Pasadena, United States",,True,True,1903.7,1964.2,0.4138,1895.4,-8.3
2026-06-06,Friendly,2026,Tournament/Friendly,Australia,AFC,Switzerland,neutral,1,1,D,,,,,,,,,,,,,,"San Diego, United States",,True,True,1895.4,1954.7,0.4155,1897.1,1.7
2022-03-24,FIFA World Cup qualification,2022,Qualification,Austria,UEFA,Wales,away,1,2,L,,,,,,,,,,,,,,"Cardiff, Wales",,False,True,1771.7,1877.8,0.2339,1762.3,-9.4
2022-03-29,Friendly,2022,Tournament/Friendly,Austria,UEFA,Scotland,home,2,2,D,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1762.3,1771.8,0.6274,1759.8,-2.5
2022-06-03,UEFA Nations League,2022,Tournament/Friendly,Austria,UEFA,Croatia,away,3,0,W,,,,,,,,,,,,,,"Osijek, Croatia",,False,True,1759.8,1900.3,0.2002,1815.7,56.0
2022-06-06,UEFA Nations League,2022,Tournament/Friendly,Austria,UEFA,Denmark,home,1,2,L,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1815.7,2015.0,0.3609,1801.3,-14.4
2022-06-10,UEFA Nations League,2022,Tournament/Friendly,Austria,UEFA,France,home,1,1,D,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1801.3,2110.6,0.2306,1812.1,10.8
2022-06-13,UEFA Nations League,2022,Tournament/Friendly,Austria,UEFA,Denmark,away,0,2,L,,,,,,,,,,,,,,"Copenhagen, Denmark",,False,True,1812.1,1996.2,0.1631,1802.3,-9.8
2022-09-22,UEFA Nations League,2022,Tournament/Friendly,Austria,UEFA,France,away,0,2,L,,,,,,,,,,,,,,"Paris, France",,False,True,1802.3,2065.5,0.11,1795.7,-6.6
2022-09-25,UEFA Nations League,2022,Tournament/Friendly,Austria,UEFA,Croatia,home,1,3,L,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1795.7,1940.3,0.4361,1769.5,-26.2
2022-11-16,Friendly,2022,Tournament/Friendly,Austria,UEFA,Andorra,neutral,1,0,W,,,,,,,,,,,,,,"Málaga, Spain",,True,True,1769.5,1176.5,0.9681,1770.2,0.6
2022-11-20,Friendly,2022,Tournament/Friendly,Austria,UEFA,Italy,home,2,0,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1770.2,2054.6,0.257,1792.5,22.3
2023-03-24,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Azerbaijan,home,4,1,W,,,,,,,,,,,,,,"Pasching, Austria",,False,True,1792.5,1470.1,0.9192,1798.1,5.7
2023-03-27,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Estonia,home,2,1,W,,,,,,,,,,,,,,"Pasching, Austria",,False,True,1798.1,1503.4,0.9065,1801.9,3.7
2023-06-17,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Belgium,away,1,1,D,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,1801.9,2048.1,0.1199,1817.1,15.2
2023-06-20,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Sweden,home,2,0,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1817.1,1812.6,0.646,1838.3,21.2
2023-09-07,Friendly,2023,Tournament/Friendly,Austria,UEFA,Moldova,home,1,1,D,,,,,,,,,,,,,,"Pasching, Austria",,False,True,1838.3,1329.4,0.9708,1828.9,-9.4
2023-09-12,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Sweden,away,3,1,W,,,,,,,,,,,,,,"Stockholm, Sweden",,False,True,1828.9,1811.1,0.3839,1865.8,37.0
2023-10-13,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Belgium,home,2,3,L,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1865.8,2042.4,0.3916,1850.2,-15.7
2023-10-16,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Azerbaijan,away,1,0,W,,,,,,,,,,,,,,"Baku, Azerbaijan",,False,True,1850.2,1505.7,0.8033,1858.1,7.9
2023-11-16,UEFA Euro qualification,2023,Qualification,Austria,UEFA,Estonia,away,2,0,W,,,,,,,,,,,,,,"Tallinn, Estonia",,False,True,1858.1,1436.3,0.8644,1866.2,8.1
2023-11-21,Friendly,2023,Tournament/Friendly,Austria,UEFA,Germany,home,2,0,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1866.2,1964.4,0.5025,1881.1,14.9
2024-03-23,Friendly,2024,Tournament/Friendly,Austria,UEFA,Slovakia,away,2,0,W,,,,,,,,,,,,,,"Bratislava, Slovakia",,False,True,1881.1,1709.9,0.6011,1893.1,12.0
2024-03-26,Friendly,2024,Tournament/Friendly,Austria,UEFA,Turkey,home,6,1,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1893.1,1810.2,0.7413,1903.4,10.3
2024-06-04,Friendly,2024,Tournament/Friendly,Austria,UEFA,Serbia,home,2,1,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1903.4,1859.2,0.6964,1909.5,6.1
2024-06-08,Friendly,2024,Tournament/Friendly,Austria,UEFA,Switzerland,away,1,1,D,,,,,,,,,,,,,,"St. Gallen, Switzerland",,False,True,1909.5,1863.3,0.4232,1911.0,1.5
2024-06-17,UEFA Euro,2024,Tournament/Friendly,Austria,UEFA,France,neutral,0,1,L,,,,,,,,,,,,,,"Düsseldorf, Germany",,True,True,1911.0,2135.1,0.2159,1900.2,-10.8
2024-06-21,UEFA Euro,2024,Tournament/Friendly,Austria,UEFA,Poland,neutral,3,1,W,,,,,,,,,,,,,,"Berlin, Germany",,True,True,1900.2,1790.4,0.653,1926.3,26.0
2024-06-25,UEFA Euro,2024,Tournament/Friendly,Austria,UEFA,Netherlands,neutral,3,2,W,,,,,,,,,,,,,,"Berlin, Germany",,True,True,1926.3,2061.8,0.3143,1960.6,34.3
2024-07-02,UEFA Euro,2024,Tournament/Friendly,Austria,UEFA,Turkey,neutral,1,2,L,,,,,,,,,,,,,,"Leipzig, Germany",,True,True,1960.6,1835.8,0.6722,1926.9,-33.6
2024-09-06,UEFA Nations League,2024,Tournament/Friendly,Austria,UEFA,Slovenia,away,1,1,D,,,,,,,,,,,,,,"Ljubljana, Slovenia",,False,True,1926.9,1823.1,0.5055,1926.7,-0.2
2024-09-09,UEFA Nations League,2024,Tournament/Friendly,Austria,UEFA,Norway,away,1,2,L,,,,,,,,,,,,,,"Oslo, Norway",,False,True,1926.7,1767.3,0.5847,1903.3,-23.4
2024-10-10,UEFA Nations League,2024,Tournament/Friendly,Austria,UEFA,Kazakhstan,home,4,0,W,,,,,,,,,,,,,,"Salzburg, Austria",,False,True,1903.3,1513.6,0.9437,1907.6,4.2
2024-10-13,UEFA Nations League,2024,Tournament/Friendly,Austria,UEFA,Norway,home,5,1,W,,,,,,,,,,,,,,"Linz, Austria",,False,True,1907.6,1819.6,0.7469,1926.5,19.0
2024-11-14,UEFA Nations League,2024,Tournament/Friendly,Austria,UEFA,Kazakhstan,away,2,0,W,,,,,,,,,,,,,,"Almaty, Kazakhstan",,False,True,1926.5,1499.4,0.868,1934.5,7.9
2024-11-17,UEFA Nations League,2024,Tournament/Friendly,Austria,UEFA,Slovenia,home,1,1,D,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1934.5,1764.9,0.8252,1921.5,-13.0
2025-03-20,UEFA Nations League,2025,Tournament/Friendly,Austria,UEFA,Serbia,home,1,1,D,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1921.5,1872.1,0.7026,1913.3,-8.1
2025-03-23,UEFA Nations League,2025,Tournament/Friendly,Austria,UEFA,Serbia,away,0,2,L,,,,,,,,,,,,,,"Belgrade, Serbia",,False,True,1913.3,1880.2,0.405,1889.0,-24.3
2025-06-07,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,Romania,home,2,1,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1889.0,1740.9,0.8066,1896.8,7.7
2025-06-10,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,San Marino,away,4,0,W,,,,,,,,,,,,,,"Serravalle, San Marino",,False,True,1896.8,927.6,0.9933,1897.3,0.5
2025-09-06,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,Cyprus,home,1,0,W,,,,,,,,,,,,,,"Linz, Austria",,False,True,1897.3,1352.2,0.9762,1898.2,1.0
2025-09-09,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,Bosnia & Herzegovina,away,2,1,W,,,,,,,,,,,,,,"Zenica, Bosnia and Herzegovina",,False,True,1898.2,1576.6,0.7817,1907.0,8.7
2025-10-09,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,San Marino,home,10,0,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1907.0,921.9,0.9981,1907.2,0.2
2025-10-12,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,Romania,away,0,1,L,,,,,,,,,,,,,,"Bucharest, Romania",,False,True,1907.2,1709.8,0.6365,1881.7,-25.5
2025-11-15,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,Cyprus,away,2,0,W,,,,,,,,,,,,,,"Limassol, Cyprus",,False,True,1881.7,1379.0,0.9104,1887.1,5.4
2025-11-18,FIFA World Cup qualification,2025,Qualification,Austria,UEFA,Bosnia & Herzegovina,home,1,1,D,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1887.1,1607.7,0.8988,1871.1,-16.0
2026-03-27,Friendly,2026,Tournament/Friendly,Austria,UEFA,Ghana,home,5,1,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1871.1,1627.4,0.8786,1875.7,4.6
2026-03-31,Friendly,2026,Tournament/Friendly,Austria,UEFA,South Korea,home,1,0,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1875.7,1880.1,0.6342,1883.0,7.3
2026-06-01,Friendly,2026,Tournament/Friendly,Austria,UEFA,Tunisia,home,1,0,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1883.0,1743.1,0.7991,1887.0,4.0
2022-03-26,Friendly,2022,Tournament/Friendly,Belgium,UEFA,Republic of Ireland,away,2,2,D,,,,,,,,,,,,,,"Dublin, Republic of Ireland",,False,True,2133.5,1734.5,0.8483,2126.5,-7.0
2022-03-29,Friendly,2022,Tournament/Friendly,Belgium,UEFA,Burkina Faso,home,3,0,W,,,,,,,,,,,,,,"Anderlecht, Belgium",,False,True,2126.5,1656.3,0.9638,2127.8,1.3
2022-06-03,UEFA Nations League,2022,Tournament/Friendly,Belgium,UEFA,Netherlands,home,1,4,L,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2127.8,1980.3,0.8061,2071.4,-56.4
2022-06-08,UEFA Nations League,2022,Tournament/Friendly,Belgium,UEFA,Poland,home,6,1,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2071.4,1862.4,0.8556,2082.9,11.6
2022-06-11,UEFA Nations League,2022,Tournament/Friendly,Belgium,UEFA,Wales,away,1,1,D,,,,,,,,,,,,,,"Cardiff, Wales",,False,True,2082.9,1865.6,0.6628,2076.4,-6.5
2022-06-14,UEFA Nations League,2022,Tournament/Friendly,Belgium,UEFA,Poland,away,1,0,W,,,,,,,,,,,,,,"Warsaw, Poland",,False,True,2076.4,1864.8,0.6553,2090.2,13.8
2022-09-22,UEFA Nations League,2022,Tournament/Friendly,Belgium,UEFA,Wales,home,2,1,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2090.2,1865.0,0.8667,2095.5,5.3
2022-09-25,UEFA Nations League,2022,Tournament/Friendly,Belgium,UEFA,Netherlands,away,0,1,L,,,,,,,,,,,,,,"Amsterdam, Netherlands",,False,True,2095.5,2068.6,0.3964,2079.7,-15.9
2022-11-18,Friendly,2022,Tournament/Friendly,Belgium,UEFA,Egypt,neutral,1,2,L,,,,,,,,,,,,,,"Kuwait City, Kuwait",,True,True,2079.7,1746.7,0.8718,2062.3,-17.4
2022-11-23,FIFA World Cup,2022,Tournament/Friendly,Belgium,UEFA,Canada,neutral,1,0,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,2062.3,1896.8,0.7216,2079.0,16.7
2022-11-27,FIFA World Cup,2022,Tournament/Friendly,Belgium,UEFA,Morocco,neutral,0,2,L,,,,,,,,,,,,,,"Doha, Qatar",,True,True,2079.0,1867.5,0.7716,2009.5,-69.4
2022-12-01,FIFA World Cup,2022,Tournament/Friendly,Belgium,UEFA,Croatia,neutral,0,0,D,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,2009.5,2003.9,0.5081,2009.0,-0.5
2023-03-24,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Sweden,away,3,0,W,,,,,,,,,,,,,,"Stockholm, Sweden",,False,True,2009.0,1823.8,0.6202,2035.6,26.6
2023-03-28,Friendly,2023,Tournament/Friendly,Belgium,UEFA,Germany,away,3,2,W,,,,,,,,,,,,,,"Cologne, Germany",,False,True,2035.6,2024.6,0.3747,2048.1,12.5
2023-06-17,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Austria,home,1,1,D,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2048.1,1801.9,0.8801,2032.9,-15.2
2023-06-20,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Estonia,away,3,0,W,,,,,,,,,,,,,,"Tallinn, Estonia",,False,True,2032.9,1503.0,0.9223,2038.4,5.4
2023-09-09,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Azerbaijan,away,1,0,W,,,,,,,,,,,,,,"Baku, Azerbaijan",,False,True,2038.4,1455.0,0.9417,2040.7,2.3
2023-09-12,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Estonia,home,5,0,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2040.7,1477.8,0.9785,2042.4,1.7
2023-10-13,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Austria,away,3,2,W,,,,,,,,,,,,,,"Vienna, Austria",,False,True,2042.4,1865.8,0.6084,2058.1,15.7
2023-10-16,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Sweden,home,1,1,D,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2058.1,1775.6,0.9004,2042.1,-16.0
2023-11-15,Friendly,2023,Tournament/Friendly,Belgium,UEFA,Serbia,home,1,0,W,,,,,,,,,,,,,,"Leuven, Belgium",,False,True,2042.1,1878.5,0.8201,2045.7,3.6
2023-11-19,UEFA Euro qualification,2023,Qualification,Belgium,UEFA,Azerbaijan,home,5,0,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2045.7,1550.6,0.9685,2048.2,2.5
2024-03-23,Friendly,2024,Tournament/Friendly,Belgium,UEFA,Republic of Ireland,away,0,0,D,,,,,,,,,,,,,,"Dublin, Republic of Ireland",,False,True,2048.2,1663.2,0.8376,2041.4,-6.8
2024-03-26,Friendly,2024,Tournament/Friendly,Belgium,UEFA,England,away,2,2,D,,,,,,,,,,,,,,"London, England",,False,True,2041.4,2064.5,0.3299,2044.8,3.4
2024-06-05,Friendly,2024,Tournament/Friendly,Belgium,UEFA,Montenegro,home,2,0,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2044.8,1619.8,0.9536,2046.2,1.4
2024-06-08,Friendly,2024,Tournament/Friendly,Belgium,UEFA,Luxembourg,home,3,0,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,2046.2,1553.8,0.968,2047.3,1.1
2024-06-17,UEFA Euro,2024,Tournament/Friendly,Belgium,UEFA,Slovakia,neutral,0,1,L,,,,,,,,,,,,,,"Frankfurt, Germany",,True,True,2047.3,1719.2,0.8686,2003.9,-43.4
2024-06-22,UEFA Euro,2024,Tournament/Friendly,Belgium,UEFA,Romania,neutral,2,0,W,,,,,,,,,,,,,,"Cologne, Germany",,True,True,2003.9,1770.2,0.7934,2019.4,15.5
2024-06-26,UEFA Euro,2024,Tournament/Friendly,Belgium,UEFA,Ukraine,neutral,0,0,D,,,,,,,,,,,,,,"Stuttgart, Germany",,True,True,2019.4,1853.2,0.7225,2008.3,-11.1
2024-07-01,UEFA Euro,2024,Tournament/Friendly,Belgium,UEFA,France,neutral,0,1,L,,,,,,,,,,,,,,"Düsseldorf, Germany",,True,True,2008.3,2119.7,0.3449,1991.0,-17.2
2024-09-06,UEFA Nations League,2024,Tournament/Friendly,Belgium,UEFA,Israel,neutral,3,1,W,,,,,,,,,,,,,,"Debrecen, Hungary",,True,True,1991.0,1616.9,0.896,1997.3,6.2
2024-09-09,UEFA Nations League,2024,Tournament/Friendly,Belgium,UEFA,France,away,0,2,L,,,,,,,,,,,,,,"Décines-Charpieu, France",,False,True,1997.3,2056.6,0.2855,1980.1,-17.1
2024-10-10,UEFA Nations League,2024,Tournament/Friendly,Belgium,UEFA,Italy,away,2,2,D,,,,,,,,,,,,,,"Rome, Italy",,False,True,1980.1,1999.4,0.3348,1986.7,6.6
2024-10-14,UEFA Nations League,2024,Tournament/Friendly,Belgium,UEFA,France,home,1,2,L,,,,,,,,,,,,,,"Leuven, Belgium",,False,True,1986.7,2078.2,0.5123,1966.3,-20.5
2024-11-14,UEFA Nations League,2024,Tournament/Friendly,Belgium,UEFA,Italy,home,0,1,L,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,1966.3,1996.7,0.5988,1942.3,-24.0
2024-11-17,UEFA Nations League,2024,Tournament/Friendly,Belgium,UEFA,Israel,neutral,0,1,L,,,,,,,,,,,,,,"Budapest, Hungary",,True,True,1942.3,1617.2,0.8666,1907.6,-34.7
2025-03-20,UEFA Nations League,2025,Tournament/Friendly,Belgium,UEFA,Ukraine,neutral,1,3,L,,,,,,,,,,,,,,"Murcia, Spain",,True,True,1907.6,1852.3,0.5789,1872.9,-34.7
2025-03-23,UEFA Nations League,2025,Tournament/Friendly,Belgium,UEFA,Ukraine,home,3,0,W,,,,,,,,,,,,,,"Genk, Belgium",,False,True,1872.9,1887.1,0.6211,1899.4,26.5
2025-06-06,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,North Macedonia,away,1,1,D,,,,,,,,,,,,,,"Skopje, North Macedonia",,False,True,1899.4,1667.4,0.6814,1892.2,-7.3
2025-06-09,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,Wales,home,4,3,W,,,,,,,,,,,,,,"Brussels, Belgium",,False,True,1892.2,1791.8,0.7601,1901.8,9.6
2025-09-04,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,Liechtenstein,away,6,0,W,,,,,,,,,,,,,,"Vaduz, Liechtenstein",,False,True,1901.8,972.8,0.9916,1902.5,0.7
2025-09-07,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,Kazakhstan,home,6,0,W,,,,,,,,,,,,,,"Anderlecht, Belgium",,False,True,1902.5,1466.9,0.9562,1906.2,3.7
2025-10-10,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,North Macedonia,home,0,0,D,,,,,,,,,,,,,,"Ghent, Belgium",,False,True,1906.2,1680.7,0.8669,1891.5,-14.7
2025-10-13,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,Wales,away,4,2,W,,,,,,,,,,,,,,"Cardiff, Wales",,False,True,1891.5,1778.5,0.5187,1920.4,28.9
2025-11-15,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,Kazakhstan,away,1,1,D,,,,,,,,,,,,,,"Astana, Kazakhstan",,False,True,1920.4,1480.4,0.8762,1905.4,-15.0
2025-11-18,FIFA World Cup qualification,2025,Qualification,Belgium,UEFA,Liechtenstein,home,7,0,W,,,,,,,,,,,,,,"Liège, Belgium",,False,True,1905.4,967.6,0.9975,1905.6,0.2
2026-03-28,Friendly,2026,Tournament/Friendly,Belgium,UEFA,USA,away,5,2,W,,,,,,,,,,,,,,"Atlanta, United States",,False,True,1905.6,1855.4,0.4288,1925.6,20.0
2026-03-31,Friendly,2026,Tournament/Friendly,Belgium,UEFA,Mexico,neutral,1,1,D,,,,,,,,,,,,,,"Chicago, United States",,True,True,1925.6,1963.1,0.4463,1926.7,1.1
